smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
CCC1CCCnc2cc(Cc3ccccc3)cc2n1Cc1ccccc1	True	CCC1CCCN=C2C=C(Cc3ccccc3)C=C2N1Cc1ccccc1	4	3.8723953	4
O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccccc1F	True	O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCCN2c1ccccc1F	4	3.8200934	4
Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1	True	Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1	4	3.8181543	4
CCCCCN(CCCCC)C(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc2ncccc2c1	True	CCCCCN(CCCCC)C(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc2ncccc2c1	4	3.7882	4
c1ccc(CN2CCCC(Oc3ncc4cn[nH]c4c3)C2)cc1	True	c1ccc(CN2CCCC(Oc3cc4[nH]ncc4cn3)C2)cc1	4	3.9533777	4
c1ccc2c(c1)Cc1c3c2c13	True	c1ccc2c(c1)CC1=C3C1=C32	4	3.504655	5
Cc1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1	True	Cc1ccc(-n2c(-c3cccs3)nc3ccccc32)cc1	4	3.786712	4
CNc1n[nH]c2cc(NC(=O)NC3COC(c4ccccc4)CC3)ncc12	True	CNc1n[nH]c2cc(NC(=O)NC3CCC(c4ccccc4)OC3)ncc12	4	4.08358	4
O=C(Nc1ccccc1)Nc1nc2ccccc2n1CCc1ccccc1	True	O=C(Nc1ccccc1)Nc1nc2ccccc2n1CCc1ccccc1	4	4.0561404	4
O=C1NC(=O)C(=Cc2cnn3c(NC4CC4)cc(OCc4cccnc4)nc23)N1	True	O=C1NC(=O)C(=Cc2cnn3c(NC4CC4)cc(OCc4cccnc4)nc23)N1	4	4.9793444	5
COc1ccc(S(=O)(=O)N2CCN(C(=O)c4ccccc4CCCC)cc2)C(C(=O)NO)cc1	True	CCCCc1ccccc1C(=O)N1C=CN(S(=O)(=O)C2=CC=C(OC)C=CC2C(=O)NO)CC1	4	4.033079	3
CCC(CO)NC1CCC(CCN2CCN(c3cccc4c3CCO4)CC2)CC1	True	CCC(CO)NC1CCC(CCN2CCN(c3cccc4c3CCO4)CC2)CC1	4	4.106195	4
c1ccc(Oc2ncn(-c3ccc(-c4cccnc4)cc3)n2)nc1	True	c1ccc(Oc2ncn(-c3ccc(-c4cccnc4)cc3)n2)nc1	4	3.9840045	4
