smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
NC1CCCN(c2nc(-c3n[nH]c4cnc(-c5cccnc5)cc34)ccc2Br)C1	True	NC1CCCN(c2nc(-c3n[nH]c4cnc(-c5cccnc5)cc34)ccc2Br)C1	5	4.989572	5
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1	True	COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1	5	4.9772716	5
CCC(NC(=O)c1cc(C(=O)N2CCCC2C)n2c1COCC2)c1ccc(C#N)cc1F	True	CCC(NC(=O)c1cc(C(=O)N2CCCC2C)n2c1COCC2)c1ccc(C#N)cc1F	5	4.212602	4
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1ccccc1C(=O)	True	CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1ccccc1C=O	5	5.159037	5
Cn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(c5ccc5Cl)CC4)cc3)cc21	True	CN1C(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCN(C5=CC=C5Cl)CC4)cc3)cc21	5	4.6051755	5
Cc1ccnc(Nc2ncccc3cc(-c4ccccc4)cc3CCCN3CN3C2)c1	True	Cc1ccnc(NC2=NC=CC=C3C=C(c4ccccc4)C=C3CCCN3CN3C2)c1	5	4.9809136	5
CC(=O)NC(C)c1ccc(OC2CCN(c3nc(N4CCCC4)ncc3F)C2)cc1	True	CC(=O)NC(C)c1ccc(OC2CCN(c3nc(N4CCCC4)ncc3F)C2)cc1	5	3.9892225	4
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	True	CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	5	4.868316	5
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCCCC=O)CC4)cn3)nc2n1C1CCCC1	True	CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCCCC=O)CC4)cn3)nc2n1C1CCCC1	5	5.3723254	5
COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1	True	COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1	5	4.923524	5
CCc1nn(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=NC(=O)c2ccc(CC)cc2)s1	True	CCc1ccc(C(=O)N=c2sc(CC)nn2Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc1	5	5.0471516	5
COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc(OCCCN(C)C)c2)cc1	True	COc1ccc(C2(O)OC(=O)C(c3ccc4c(c3)OCO4)=C2Cc2cccc(OCCCN(C)C)c2)cc1	5	5.3560853	5
O=C(c1ccc(Oc2ncccc2-c2ccncc2)cc1)c1nc2ccccc2[nH]1	True	O=C(c1ccc(Oc2ncccc2-c2ccncc2)cc1)c1nc2ccccc2[nH]1	5	4.8090563	5
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(c2nccc3[nH]ccc23)CC1	True	O=C(CC(c1ccccc1)c1ccccc1)N1CCN(c2nccc3[nH]ccc23)CC1	5	4.9041014	5
O=c1oc2ccccc2n1CCCC1CCN(c2ccccc2OCc2ccccc2)o1	True	O=c1oc2ccccc2n1CCCC1CCN(c2ccccc2OCc2ccccc2)O1	5	4.8624554	5
c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1	True	c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1	5	4.6929135	5
c1ccc2sc(CCC3CN4CCC3CC4)cc2c1	True	c1ccc2sc(CCC3CN4CCC3CC4)cc2c1	5	4.480546	5
Oc1nccc2ccc(CN3CCN(Cc4c[nH]c5ccccc45)CC3)cc2N1	True	OC1=NC=Cc2ccc(CN3CCN(Cc4c[nH]c5ccccc45)CC3)cc2N1	5	4.8966393	5
N#Cc1cccc(-c2ccc(CCCCCN3CCN(c4noc5nc(F)ncc45)CC3)cc2)c1	True	N#Cc1cccc(-c2ccc(CCCCCN3CCN(c4noc5nc(F)ncc45)CC3)cc2)c1	5	4.949177	5
