smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccc(-c2ccccc2)c1	True	Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccc(-c2ccccc2)c1	5	5.163058	5
Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1	True	Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1	5	3.8181543	4
N#Cc1ccc(N2CCN(c3nc(NC4CC4)n4ncc(C=C5NC(=O)NC5=O)c4n3)CC2)nc1	True	N#Cc1ccc(N2CCN(c3nc(NC4CC4)n4ncc(C=C5NC(=O)NC5=O)c4n3)CC2)nc1	5	5.9305205	6
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cn1	True	COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cn1	5	4.9948792	5
CSc1nn2cc(-c3nc4ccccc4o3)nc2s1	True	CSc1nn2cc(-c3nc4ccccc4o3)nc2s1	5	4.0101748	4
O=C(C1CC11CCN(c2ccccc2)CC1)N1CCN(c2ccccc2)CC1	True	O=C(C1CC12CCN(c1ccccc1)CC2)N1CCN(c2ccccc2)CC1	5	4.5759773	5
Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1	True	Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1	5	4.1294966	4
CCN(CC)C(=O)c1ccc(N(c2cccc(O)c2)C2CCN(CCCCCc3ccccc3)CC2)cc1	True	CCN(CC)C(=O)c1ccc(N(c2cccc(O)c2)C2CCN(CCCCCc3ccccc3)CC2)cc1	5	4.445828	4
c1cc2c(c(N3CCN(CCCc4c[nH]c5ccccc45)CC3)c1)OCCO2	True	c1cc2c(c(N3CCN(CCCc4c[nH]c5ccccc45)CC3)c1)OCCO2	5	4.782478	5
Nc1nc(-c2ccco2)c2nnn(Cc3ccccn3)c2n1	True	Nc1nc(-c2ccco2)c2nnn(Cc3ccccn3)c2n1	5	3.9382062	4
FC(F)(F)c1ccc(Nc2nc(-c3ccccc3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)cc1	True	FC(F)(F)c1ccc(Nc2nc(-c3ccccc3)nc3c2CCN(c2ncccc2C(F)(F)F)CC3)cc1	5	5.152307	5
