smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
O=C(NN=Cc1cc([N+](=O)[O-])ccc1O)C(O)c1ccc(O)CCC(=O)CC1	True	O=C1CCC(O)=CC=C(C(O)C(=O)NN=Cc2cc([N+](=O)[O-])ccc2O)CC1	2	2.2589922	2
COc1ccc(C(=O)NO)cc1NCc1ccccc1	True	COc1ccc(C(=O)NO)cc1NCc1ccccc1	2	1.9257588	2
COc1ccccc1NC(=O)N1CCCC(C(=O)NCCCCCC)cc1[N+](=O)[O-]	True	CCCCCCNC(=O)C1C=C([N+](=O)[O-])N(C(=O)Nc2ccccc2OC)CCC1	2	2.366675	2
CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(C)C)C(S)CC(=O)c1ccc(C)CC1C	True	CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(C)C)C(S)CC(=O)C1=CC=C(C)CC1C	2	2.1531692	2
COc1ccc(Oc2ccc(C=CCCCC(=O)NO)cc2)cc1	True	COc1ccc(Oc2ccc(C=CCCCC(=O)NO)cc2)cc1	2	2.088891	2
CCOC(=O)C1=C(O)C(=O)C(Cc2ccccc2)C(=O)C(C)(C)C(=O)NC(=O)CC1	True	CCOC(=O)C1=C(O)C(=O)C(Cc2ccccc2)C(=O)C(C)(C)C(=O)NC(=O)CC1	2	2.1211689	2
COc1ccc(NC(=O)c2ccccc2NC(=O)C(CC(=C)C)C(=O)NC(CC(C)C)(C)C)cc1	True	C=C(C)CC(C(=O)Nc1ccccc1C(=O)Nc1ccc(OC)cc1)C(=O)NC(C)(C)CC(C)C	2	2.2105236	2
O=c1oc2ccc(I)cc2cc1O	True	O=c1oc2ccc(I)cc2cc1O	2	1.9768851	2
CNCCC(CN(CCN1CCC(=O)NC(C)(C)C)cc1)c1ccc(Cl)cc1Cl	True	CNCCC(CN1C=CN(CCC(=O)NC(C)(C)C)CC1)c1ccc(Cl)cc1Cl	2	2.0189307	2
O=C(O)CCCOC1CCC(Cc2ccccc2)cc1O	True	O=C(O)CCCOC1CCC(Cc2ccccc2)C=C1O	2	1.9576945	2
COC(=O)CCNC(=O)C(c1ccccc1)c1ccc(Br)cc1	True	COC(=O)CCNC(=O)C(c1ccccc1)c1ccc(Br)cc1	2	1.8479729	2
CCCc1cnc(C(C)C)nc(C(C)C)c(Cl)c1-c1cccc(O)c1	True	CCCC1=CN=C(C(C)C)N=C(C(C)C)C(Cl)=C1c1cccc(O)c1	2	2.245719	2
N#CC1(NC(=O)C2CC(S(=O)(=O)c3ccccc3)CC2C(=O)NC2(C#N)CC2)CC1	True	N#CC1(NC(=O)C2CC(S(=O)(=O)c3ccccc3)CC2C(=O)NC2(C#N)CC2)CC1	2	3.9603882	4
O=C(O)c1ccccc1Nc1ccc(F)c(Cl)c1	True	O=C(O)c1ccccc1Nc1ccc(F)c(Cl)c1	2	2.014322	2
CC(C)CC(NC(=O)c1cc2ccccc2o1)C(=O)C(O)CCO	True	CC(C)CC(NC(=O)c1cc2ccccc2o1)C(=O)C(O)CCO	2	2.218187	2
CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)CNC	True	CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)CNC	2	2.0529597	2
