smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)CC)C2O)C2(C)CC(C)=C(O2)C(C)C(=O)C1(C)O	True	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)CC)C2O)C2(C)CC(C)=C(O2)C(C)C(=O)C1(C)O	3	3.6844115	4
CCCCCCC(NC(=O)c1ccccc1)C(=O)NCCCCCNC(=O)C(Cc1ccccc1)NC(=O)OCCCN	True	CCCCCCC(NC(=O)c1ccccc1)C(=O)NCCCCCNC(=O)C(Cc1ccccc1)NC(=O)OCCCN	3	2.6792238	2
O=C(COCc1ccccc1)N1CCN(c2ccc(F)cc2F)CC1	True	O=C(COCc1ccccc1)N1CCN(c2ccc(F)cc2F)CC1	3	2.8105612	3
CCC1(C2CC1CC2)Cc1ccccc1	True	CCC1(Cc2ccccc2)C2CCC1C2	3	3.0588255	4
COc1cccc(OC)c1OCCNCC1COC(Cc2ccccc2)O1	True	COc1cccc(OC)c1OCCNCC1COC(Cc2ccccc2)O1	3	2.9740245	3
C=C(CCC12OC(CN(C)O)C(O)(C(=O)O)C(C(=O)O)(O1)C(OC(=O)C=CC(C)CC(C)CC)C2O)C(OC(C)=O)C(C)Cc1ccccc1	True	C=C(CCC12OC(CN(C)O)C(O)(C(=O)O)C(C(=O)O)(O1)C(OC(=O)C=CC(C)CC(C)CC)C2O)C(OC(C)=O)C(C)Cc1ccccc1	3	2.9170036	3
O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1	True	O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1	3	2.9180434	3
COc1ccc(Cl)cc1S(=O)(=O)N1CCSc2ccc(C(=O)Nc3nc(CC(=O)O)cs3)cc21	True	COc1ccc(Cl)cc1S(=O)(=O)N1CCSc2ccc(C(=O)Nc3nc(CC(=O)O)cs3)cc21	3	3.8312926	4
CC#CCNc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCCC3)CC2)cc1	True	CC#CCNc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(S(=O)(=O)N3CCCC3)CC2)cc1	3	2.821734	3
N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1Oc1cc(Cl)c(Cl)c(CCN)n[nH]1	True	N#Cc1cc(S(=O)(=O)Nc2nccs2)ccc1OC1=CC(Cl)=C(Cl)C(CCN)=NN1	3	3.369052	3
