smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
CCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O	True	CCCCCCCCCNCC(P(=O)(O)O)P(=O)(O)O	1	-0.12656099	0
O=[N+]([O-])c1ccccc1	True	O=[N+]([O-])c1ccccc1	1	0.9776753	1
CCCCCCNNC(P(=O)(O)O)P(=O)(O)O	True	CCCCCCNNC(P(=O)(O)O)P(=O)(O)O	1	-0.40388614	0
CCCCCCCCCNC(P(=O)(O)O)P(=O)(O)O	True	CCCCCCCCCNC(P(=O)(O)O)P(=O)(O)O	1	-0.30821514	0
O=CCOP(=O)(O)CCC1C(F)N1OP(=O)(O)O	True	O=CCOP(=O)(O)CCC1C(F)N1OP(=O)(O)O	1	0.89086	1
O=P(O)(O)C(OC(CO)C(C)O)P(=O)(O)O	True	CC(O)C(CO)OC(P(=O)(O)O)P(=O)(O)O	1	-0.08272767	0
O=[N+]([O-])c1cccc(CP(=O)(O)OO)c1O	True	O=[N+]([O-])c1cccc(CP(=O)(O)OO)c1O	1	0.8946601	1
Cc1ccc(C#N)cc(S)n2CCcc21	True	CC1=CC=C(C#N)C=C(S)N2CCC=C12	1	1.9836829	2
O=C(O)CCc1cc([N+](=O)[O-])c1O	True	O=C(O)CCC1=CC([N+](=O)[O-])=C1O	1	0.61760855	1
N#CCOC(=O)C1OCCCCCCNC1	True	N#CCOC(=O)C1CNCCCCCCO1	1	1.3408372	1
O=C(O)CNS(=O)(=O)c1cccc(O)c1	True	O=C(O)CNS(=O)(=O)c1cccc(O)c1	1	0.8550378	1
O=P(O)(O)C(CNOCC1CO)OC1OP(=O)(O)O	True	O=P(O)(O)OC1OC(P(=O)(O)O)CNOCC1CO	1	0.8687785	1
NCCCCP(O)C(O)(P(=O)(O)O)P(=O)(O)OO	True	NCCCCP(O)C(O)(P(=O)(O)O)P(=O)(O)OO	1	-0.41524637	0
N#Cc1ccc([N+](=O)[O-])c(O)c1	True	N#Cc1ccc([N+](=O)[O-])c(O)c1	1	0.86933655	1
CCCCCCOP(=O)(O)CC(N)CC(=O)NO	True	CCCCCCOP(=O)(O)CC(N)CC(=O)NO	1	-0.24864	0
CC1CCCCCCC(C(C(=O)O)P(=O)(O)O)C1	True	CC1CCCCCCC(C(C(=O)O)P(=O)(O)O)C1	1	0.85201216	1
CCCCC(=O)NC(P(=O)(O)O)P(=O)(O)O	True	CCCCC(=O)NC(P(=O)(O)O)P(=O)(O)O	1	-0.34373736	0
CCS(=O)C(OCCCC2)C(=O)N1CCC1C2	True	CC[S+]([O-])C1OCCCCCC2CCN2C1=O	1	2.4072084	2
NC(CCP(=O)(O)C(C(=O)O)CO)P(=O)(O)O	True	NC(CCP(=O)(O)C(CO)C(=O)O)P(=O)(O)O	1	-0.47688103	0
CCCC(P(=O)(O)C)C(=O)c1ccccc1	True	CCCC(C(=O)c1ccccc1)P(C)(=O)O	1	0.90982044	1
CC(C)=CC(=O)C=CCC(C)c1ccccc1	True	CC(C)=CC(=O)C=CCC(C)c1ccccc1	1	1.2024426	1
CCCCCCCCCCCCCCNC1COCC(OPP(=O)(O)O)C1	True	CCCCCCCCCCCCCCNC1COCC(OPP(=O)(O)O)C1	1	0.4820823	1
