smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
O=c1cc(-c2ccccc2)oc2ccccccc12	True	O=c1cc(-c2ccccc2)oc2c1=CC=CC=CC=2	3	3.4931805	3
CCSc1ccnnc1OC1CCCCN1	True	CCSc1ccnnc1OC1CCCCN1	3	2.0575976	2
COc1ccccc1Nc1cc(C#CC(C)c2nccc3[nH]ccc23)c1	True	COc1ccccc1NC1=CC(C#CC(C)c2nccc3[nH]ccc23)=C1	3	3.8260782	4
O=CCC1OCc(Cc2ccncc2)cC1CNN1CC=C(c2ccccc2)CC1	True	O=CCC1OCC(Cc2ccncc2)=CC1CNN1CC=C(c2ccccc2)CC1	3	3.973702	4
Oc1cccc(F)c1CC1cnc(OCCc2cccnc2)c1	True	Oc1cccc(F)c1CC1C=NC(OCCc2cccnc2)=C1	3	3.052031	3
CN(CC(=O)N1CCC1C(=O)C(=O)CCc1ccc(Cl)cc1)c1ccccc1F	True	CN(CC(=O)N1CCC1C(=O)C(=O)CCc1ccc(Cl)cc1)c1ccccc1F	3	3.245108	3
O=C1c2c(ccccc(F)cc1)Cn1cc(Cc2ccc(F)c(F)c2CC1)OC(F)ccn2	True	O=C1C=CC(F)=CC=CC=C2CN3C=C4CC(=C12)C=CC(F)=C(F)C(=NC=CC(F)O4)CC3	3	4.499532	5
C1=CCNcCCC2(Cc3ccc(N3CC3CC3)CC2)CC1	True	C1=CCNCCCC2(CC1)CCc1ccc(n1CC1CC1)C2	3	4.191185	4
N#Cc1cccc(O)cccccc3nn3c2cccnc12	True	N#CC1=CC=CC(O)=CC=CC=CC2=NN2c2cccnc21	3	3.6201336	3
c1ccc(NCc2nc(CCCCNCC3)nccc3ccn2)s1	True	c1csc(NCc2nccc3ccnc(n2)CCCCNCC3)c1	3	3.4982607	3
Sc1cccc2cccnn2c1	True	SC1=CN2N=CC=CC2=CC=C1	3	2.3544974	2
S=C(NCCCc1ccccc1)N1CCOCC1	True	S=C(NCCCc1ccccc1)N1CCOCC1	3	1.9265385	2
CC1CCC(C)Cc2ccc(NC(=O)N(C)O)c2c(C(=O)N2CCNCC2)CC1	True	CC1CCC(C(=O)N2CCNCC2)=C2C(=CC=C2NC(=O)N(C)O)CC(C)CC1	3	3.3825653	3
CN(C)C1CC(O)(c2ccccc(C2C(=O)C)CC2)cccc21	True	CC(=O)C1C2=CC=CC=C1C1(O)C=CC=C(CC2)C(N(C)C)C1	3	3.2164266	3
O=C(O)c1ccc(C2C(=O)C2CC2CCCCC2)nc1	True	O=C(O)c1ccc(C2C(=O)C2CC2CCCCC2)nc1	3	2.6970701	3
O=C(NCC(CCCCCC)CN1CCCC1)C(OS(=O)(=O)c12CCc3ccccc23)CC1	True	CCCCCCC(CNC(=O)C1CCC2(CCc3ccccc32)S(=O)(=O)O1)CN1CCCC1	3	4.883639	4
COc1ccc(S(=O)(=O)N(CCCCc2ccccc2)Cc2ccco2)nc1NC	True	CNc1nc(S(=O)(=O)N(CCCCc2ccccc2)Cc2ccco2)ccc1OC	3	3.3149111	3
Cc1ccccc1CC(=NNC(=O)NC1c2ccccc2OC)cc1	True	COc1ccccc1C1C=CC(Cc2ccccc2C)=NNC(=O)N1	3	2.7741392	3
CC1(C)N=C(N)N=C(N)N1c1ccc(C)cc1	True	Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1	3	1.9237611	2
CC1(C(=O)O)CC(NC)(O)c2(CC2)Cc2sccccc21	True	CNC1(O)CC(C)(C(=O)O)C2=C(CC13CC3)SC=CC=C2	3	3.0603046	3
COC(=O)c1cn(C(=O)c2ccccc2)c(OCCc2ccccc2)c1C	True	COC(=O)c1cn(C(=O)c2ccccc2)c(OCCc2ccccc2)c1C	3	3.0978053	3
Clc1ccc(-c2csc(-c3ccncc3)n2)cc1	True	Clc1ccc(-c2csc(-c3ccncc3)n2)cc1	3	2.925549	3
O=S1(=O)NCC(c1c2ccc1c2C=Cc1ccccc1O)cc1	True	O=S1(=O)NCC2C=CC(O)=CC=CC=C3C=CC4=C3C=CC4=C21	3	3.7324998	4
CCCn1cnc(Cc2nncccc3O)ccc3[nH]c(=O)c2cc1	True	CCCN1C=CC2=C3CC(=CC=C(NC2=O)C(O)=CC=CN=N3)N=C1	3	3.4545476	3
O=C1NC(=O)C(=Cc2cc(OO)c(NCc3ccccc3)cc2)C1	True	O=C1CC(=Cc2ccc(NCc3ccccc3)c(OO)c2)C(=O)N1	3	3.2813735	3
O=[N+]([O-])c1ncc(C2CCCCC2)s1	True	O=[N+]([O-])c1ncc(C2CCCCC2)s1	3	1.9763007	2
Nc1cnccc1-c1ccccc1	True	Nc1cnccc1-c1ccccc1	3	2.3147953	2
O=C(Cc1ccccc1Cl)CN1C(=O)c2ccccc2[nH]1	True	O=C(Cc1ccccc1Cl)Cn1[nH]c2ccccc2c1=O	3	3.0732067	3
N#Cc1ccc(NC(=O)Nc2ccnc3ccccc23)cc1	True	N#Cc1ccc(NC(=O)Nc2ccnc3ccccc23)cc1	3	3.0074475	3
CC(C)(C)C(=O)NC(Cc2c([nH]ccc2c2c1ccc2)cc1)C(=O)O	True	CC(C)(C)C(=O)NC(Cc1c2ccc3cccc-3c1C=CN2)C(=O)O	3	3.178829	3
Cc1ccc(-c2cc(Cl)cnc2N=O)ccc(F)cc1=C	True	C=C1C=C(F)C=CC(c2cc(Cl)cnc2N=O)=CC=C1C	3	2.4402122	2
Oc1ccc(Cc2ccccc2)cccc1O	True	OC1=CC=CC(Cc2ccccc2)=CC=C1O	3	2.2770529	2
Nc1cnc(-c2ccc(-c3ccccc3S(=O)(=O)N(C3CCCCO)C3)cc2F)cc1Cl	True	Nc1cnc(-c2ccc(-c3ccccc3S(=O)(=O)N3CC3CCCCO)cc2F)cc1Cl	3	4.288497	4
COc1ccccc1-c1ccc(C(=O)OCNCCCCO)C1O	True	COc1ccccc1C1=CC=C(C(=O)OCNCCCCO)C1O	3	2.4476378	2
Sc1nccc2ccccc12	True	Sc1nccc2ccccc12	3	2.1808903	2
Oc1ccccc1C1=CC(c2ccc(F)c(Cl)c2)C1	True	Oc1ccccc1C1=CC(c2ccc(F)c(Cl)c2)C1	3	2.8948731	3
O=C(O)CC(O)CC(=O)OCCCC(c2ccc(Cl)cc1)C(=O)Nc1cccc(F)cccc12CC1	True	O=C(O)CC(O)CC(=O)OCCCC1C(=O)NC2=CC=CC(F)=CC=CC3(CC3)C1=CC=C(Cl)C=C2	3	3.4462676	3
COc1ccc2c(c1)nc1ccc(C)cn12	True	COc1ccc2c(c1)nc1ccc(C)cn12	3	2.9589179	3
CC1nc(-c2ccc(Cl)c(O)c(F)cc2)C(=O)N1	True	CC1N=C(C2=CC=C(Cl)C(O)=C(F)C=C2)C(=O)N1	3	2.106272	2
O=C(c1ccnc(n1)c1cc(Br)cc2n1)c1ccccc12	True	O=C1c2ccnc(n2)-c2cc(Br)cc(n2)-c2ccccc21	3	3.8498988	4
Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cl)nc1	True	Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cl)nc1	3	3.1263387	3
COc1ccc(CONNC(=O)CCCc2ccccc2)cc1Cl	True	COc1ccc(CONNC(=O)CCCc2ccccc2)cc1Cl	3	2.1138194	2
