smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
CCC(C)C(NC(=O)NC(CC(C)C)C(=O)NC)C(=O)O	True	CCC(C)C(NC(=O)NC(CC(C)C)C(=O)NC)C(=O)O	0	-0.29859877	0
CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C)(O)C(=O)O	True	CC(=O)NC(CCC(=O)O)C(=O)NC(O)(CC(C)C)C(=O)O	0	-0.36778182	0
CC(C)=CCCC(C)=CCCC(C)=CCCCC(P(=O)(O)O)P(=O)(O)CO	True	CC(C)=CCCC(C)=CCCC(C)=CCCCC(P(=O)(O)O)P(=O)(O)CO	0	-0.3012799	0
C=C(CCC12OC(C(CO)O)C(O)(C(=O)O)C(C(=O)O)(O1)C(OC(=O)C=CC(C)CC(C)CC)C2O)C(OC(C)=O)C(C)Cc1ccccc1	True	C=C(CCC12OC(C(O)CO)C(O)(C(=O)O)C(C(=O)O)(O1)C(OC(=O)C=CC(C)CC(C)CC)C2O)C(OC(C)=O)C(C)Cc1ccccc1	0	2.8166273	3
CCCCCCCCCCC(N)(P(=O)(O)O)P(=O)(O)O	True	CCCCCCCCCCC(N)(P(=O)(O)O)P(=O)(O)O	0	-0.2792374	0
CCCCCC=CCC=CCC=CCC=C(CCCC(=O)O)CCCOC	True	CCCCCC=CCC=CCC=CCC=C(CCCOC)CCCC(=O)O	0	0.047104716	0
NC(CC(=O)O)CCCC(=O)O	True	NC(CCCC(=O)O)CC(=O)O	0	0.040052533	0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O	True	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O	0	-0.19629675	0
COC(=O)CCCC(NC(=O)C=CCC(C(=O)NC(CC)C)(C)C)C(=O)O	True	CCC(C)NC(=O)C(C)(C)CC=CC(=O)NC(CCCC(=O)OC)C(=O)O	0	0.011910796	0
CCCCCCCCCNC(=O)Nc1ccc([N+](=O)[O-])cc([N+](=O)[O-])C1NC(=O)	True	CCCCCCCCCNC(=O)NC1=CC=C([N+](=O)[O-])C=C([N+](=O)[O-])C1NC=O	0	0.758049	1
NC(=NCCCC(N)P(=O)(O)O)N[N+](=O)[O-]	True	NC(=NCCCC(N)P(=O)(O)O)N[N+](=O)[O-]	0	-0.33086258	0
CCC(C)C(NC(=O)OC(C)(C)C)C(=O)NCCCC(C(=O)O)C(=O)OC	True	CCC(C)C(NC(=O)OC(C)(C)C)C(=O)NCCCC(C(=O)O)C(=O)OC	0	-0.0037973523	0
CC(C)CCC(=O)NC(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(CC(C)C)CC(CC)	True	CCCCC(CC(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)NC(=O)CCC(C)C	0	0.040112376	0
C=CC(C)CCCC#CCCCCCCC(C#N)C#N	True	C=CC(C)CCCC#CCCCCCCC(C#N)C#N	0	0.007945836	0
CCC(C)C(NC(=O)OC(CC(C)C)N=C)C(C)CCC(=O)O	True	C=NC(CC(C)C)OC(=O)NC(C(C)CC)C(C)CCC(=O)O	0	-0.08904201	0
CC(C)CC(NC(=O)CCC(N)C(=O)O)C(=O)NC(C)C(N)=O	True	CC(C)CC(NC(=O)CCC(N)C(=O)O)C(=O)NC(C)C(N)=O	0	-0.20970213	0
CC(=O)SCC(C)C(=O)N(CC(=O)O)C(C)C(=O)O	True	CC(=O)SCC(C)C(=O)N(CC(=O)O)C(C)C(=O)O	0	0.03606671	0
CCCCCCCCCCCCCCNC(=O)NC(CCCN[N+](=O)[O-])C(CC)C	True	CCCCCCCCCCCCCCNC(=O)NC(CCCN[N+](=O)[O-])C(C)CC	0	-0.14748836	0
CCOC(COC(=O)NN=C)SC(=O)C(C=NC(=O)NC(C)CCN)C(=O)OO	True	C=NNC(=O)OCC(OCC)SC(=O)C(C=NC(=O)NC(C)CCN)C(=O)OO	0	-0.20438826	0
CC(C)=CCCC(O)CCCOP(=O)(O)OP(=O)(O)OP(=O)(O)O	True	CC(C)=CCCC(O)CCCOP(=O)(O)OP(=O)(O)OP(=O)(O)O	0	-0.25750935	0
CC(C)CC(NC(=O)NC(CC(C)C)C(=O)NCCCCOC)CC	True	CCC(CC(C)C)NC(=O)NC(CC(C)C)C(=O)NCCCCOC	0	0.12926638	0
