smiles	valid	nswcs	target_logp	predicted_logp	ground_truth_logp
N=C(N)NCCCC1(C(=O)OCCCOCCCCC(=O)NCCCCC(CC)NCCc2cc2cc11)C(=O)Nc1	True	CCC1CCCCNC(=O)CCCCOCCCOC(=O)C2(CCCNC(=N)N)C(=O)NC=C2C=C2C=C2CCN1	-2	1.4567438	2.2947700000000024
O=C(O)CSCc1ccc(Nc2ccccc(CO)Occcccccc2)S1	True	O=C(O)CSCc1ccc(NC2=CC=CC=C(CO)OC=CC=CC=CC=C2)s1	-2	4.960037	5.006600000000004
CCCCCCNC(=O)c1ncc(-c2ccccn2)o1	True	CCCCCCNC(=O)c1ncc(-c2ccccn2)o1	-2	3.2351894	3.0467000000000013
CN(C)c1ccc2c(c1)CCCC(=O)C(CC(=O)NC)CC(C)CC(=O)NOCCCoC2	True	CNC(=O)CC1CC(C)CC(=O)NOCCCOCc2ccc(N(C)C)cc2CCCC1=O	-2	3.8611188	2.7811000000000003
CCCCCC=CCC=CCC=CCC=CCCCCCCCCCC(=O)NO	True	CCCCCC=CCC=CCC=CCC=CCCCCCCCCCC(=O)NO	-2	8.5597105	7.9781000000000075
C=CCn1ccc(NC(C(=O)OC(C)CC=CC(=O)O)C(=O)O)c1C	True	C=CCn1ccc(NC(C(=O)O)C(=O)OC(C)CC=CC(=O)O)c1C	-2	2.559929	1.81022
Sc1cccc2cnccn2c1	True	SC1=CN2C=CN=CC2=CC=C1	-2	2.4491181	2.0689
S=C(NCCCc1ccccc1)N1CCOCC1	True	S=C(NCCCc1ccccc1)N1CCOCC1	-2	1.9004682	1.8259
O=C1CCn2nc(O)CC3CCC231	True	O=C1CCN2N=C(O)CC3CCC132	-2	0.8823358	0.6851999999999998
O=C(c1cccs1)N1CCCN1CCCNCC1cCCC1	True	O=C(c1cccs1)N1CCCN1CCCNCC1CCCC1	-2	3.1050677	2.980900000000001
CC1(C)N=C(N)N=C(N)N1c1ccc(C)cc1	True	Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1	-2	1.2740605	1.18052
Clc1ccc(-c2csc(-c3ccncc3)n2)cc1	True	Clc1ccc(-c2csc(-c3ccncc3)n2)cc1	-2	4.198251	4.525500000000003
Cc1cc(C(=O)CN=CN(C(=O)c3cocc2)CC2)cc1ccccc3	True	CC1=CC2=CC1=CC=CC=CC1=COC=CCCN(C=NCC2=O)C1=O	-2	2.966024	3.1690000000000023
COC(=O)c1ccccc1NN1CCC(NS(=O)(=O)c2cnccccn2)cc1	True	COC(=O)c1ccccc1NN1C=CC(NS(=O)(=O)C2=CN=CC=CC=N2)CC1	-2	2.4788094	1.8177999999999999
Oc1nc(CCc2ccc(F)cc2)c2ccc(O)ncCc12	True	OC1=CC=C2C(CCc3ccc(F)cc3)=NC(O)=C2CC=N1	-2	3.363616	3.7828000000000026
Cc1cc(=O)oc2S(CC(=O)O)c12	True	Cc1cc(=O)oc2c1[SH]2CC(=O)O	-2	1.2943606	0.7654199999999999
COc1ccc2c(c1)CC(C1)N(C(COC)C1)N2C(=O)Nc1cccccnccc1	True	COCC1CCC2Cc3cc(OC)ccc3N(C(=O)Nc3cccccnccc3)N12	-2	3.9562225	4.203600000000003
O=C(NCc1ncc(NCCC2)[nH]n1-c1ccc(Br)c2ccccccn1)-c1cccnc1	True	O=C(NCC1=NC=C2NCCCC3=CC=CC=CC=NC(=CC=C3Br)N1N2)c1cccnc1	-2	3.651063	3.4558000000000018
NCCCC=CC(COC(=O)NC(CO)c1c2)NC(=O)C1CC(=O)Nc1ccnc(Cc2ccccc2)c21	True	NCCCC=CC1COC(=O)NC(CO)C2=CC3=CC=CC=Cc4c(ccnc4C3)NC(=O)CC2C(=O)N1	-2	3.2694392	1.8989000000000003
Oc1ccc(C=Cc2ccccc2)cc1O	True	Oc1ccc(C=Cc2ccccc2)cc1O	-2	3.1710143	3.2682000000000015
N=C(NCCN1CCNCC1)P(=O)(N)O	True	N=C(NCCN1CCNCC1)P(N)(=O)O	-2	-1.2170389	-1.4399299999999982
C=CCc1ccc(-c2cccc(Cl)c2)ncs1	True	C=CCC1=CC=C(c2cccc(Cl)c2)N=CS1	-2	4.3428435	4.916000000000003
CC(C)(C)NC=NC(=S)c1c[nH]cnc(C)c1	True	CC1=CC(C(=S)N=CNC(C)(C)C)=CNC=N1	-2	2.2806787	2.1494
Sc1nccc2ccccc12	True	Sc1nccc2ccccc12	-2	2.5472345	2.5235000000000003
CN(C)OC(=O)CCCCCC1CCCC1=O	True	CN(C)OC(=O)CCCCCC1CCCC1=O	-2	2.090167	2.3259
Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cl)nc1	True	Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cl)nc1	-2	4.5851336	4.319920000000002
O=C(O)C1C(C(=O)Nc2c(Cl)ccc2=CC1=N)S	True	N=C1C=C2C=CC(Cl)=C2NC(=O)C(S)C1C(=O)O	-2	2.5079107	1.0817699999999997
