smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
COc1ncc(N2CCc3ncnc(OC4CCN(C(=O)c5cnno5)C4)c3C2)cc1CC	True	CCc1cc(N2CCc3ncnc(OC4CCN(C(=O)c5cnno5)C4)c3C2)cnc1OC	5	5.3222485	5
CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1SCS(=O)(=O)C1	True	CCOC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CS(=O)(=O)CS1	5	4.158027	4
COc1ccc(-n2nc(C(=O)NC3CCC(C4CCC3)nc(O)C(C)C4=O)CC2)cc1Cl	True	COc1ccc(N2CCC(C(=O)NC3CCCC4C(=O)C(C)C(O)=NC4CC3)=N2)cc1Cl	5	4.456591	4
CCC(Nc1ncnc2[nH]ccc12)n1Nc2cccc(C(c4n(=O)n(C)OC4)cc2)n1	True	CCC(Nc1ncnc2[nH]ccc12)n1nc2cccc([nH]1)C=CC2C1=[N+]([O-])N(C)OC1	5	5.305272	6
O=C(Nc1cc(S(=O)(=O)c2ccc[nH]c1c1ccc2c(c1)CNc2cccn3)ccc2c1)c1C3=O	True	O=C1N=CC=CC2=c3ccc4cc([nH]c(=O)c1c3)=C1NC=CC=C(c3ccc1cc3CN2)S4(=O)=O	5	5.800847	9
CNC(=O)c1ccc(CN2C(=O)C(C(=O)O)c(-c3ccccc3O)cc(OC)c3CCN3CCCC2)cc1	True	CNC(=O)c1ccc(CN2CCCCN3CCC3=C(OC)C=C(c3ccccc3O)C(C(=O)O)C2=O)cc1	5	4.0373244	4
O=C(OCCc1ccc1c(=O)N(c2ccccc2O)COCc1cnc(=O)CCCc1ccccc2)sc1c2ccc1	True	O=C1CCCC2=C(C=N1)COCN(c1ccccc1O)C(=O)C1=CC=C1CCOC(=O)SC1=CC=CC1=CC=CC=C2	5	5.394928	5
CC(=O)C1CC(OCNc2cccncc(c2CC(Oc3cccc(C(F)(F)F)c4)C2)C4NC(C)(CC3)c2)C1	True	CC(=O)C1CC(OCNC2=CC=CN=CC3=C2CC2CCC4(C)CCC(=CC=CC(C(F)(F)F)=CC3N4)O2)C1	5	5.070257	5
CC12CCC3c4ccc(O)cc4CCc3C1CCC2(O)C#Cc1ccc(Br)cccccnO1	True	CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)C#CC1=CC=C(Br)C=CC=CC=NO1	5	5.8174114	5
COCCC1(C2CNC4(CC=C4NOC4C(CO)C2C4=C)C)CC(=O)ccccc(F)ccc1	True	C=C1C2ONC3=CCC3(C)NCC(C3(CCOC)C=CC=C(F)C=CC=CC(=O)C3)C1C2CO	5	5.7258515	5
O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ccccn2)CC1	True	O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ccccn2)CC1	5	5.0876346	5
Cc1c(NC(=O)c2ccc(-c3ccnc4[nH]ccc34)cc2)N(O)CC(-c2ccccc2)cC1	True	CC1=C(NC(=O)c2ccc(-c3ccnc4[nH]ccc34)cc2)N(O)CC(c2ccccc2)CC1	5	5.4200664	5
COc1ccc(CC2CN3C(Nc4ncc4Oc5cn(C5CCNCC4)cc34)cc2Cl)cc1	True	COc1ccc(CC2CN3C4=CN5C=C(OC6=CN=C6NC3C=C2Cl)C5CCNCC4)cc1	5	5.539261	7
COc1c(-c2cc3cc(OC)CC3CCNccccc(Cl)c(C)c2C(=O)N3CCNC1CC)O3	True	CCC1NCCN2OC(=C1OC)C1=C(C2=O)C(C)=C(Cl)C=CC=CNCCC2CC(OC)=CC2=C1	5	4.7826214	4
Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCn(C)CC2)nc1C	True	Cc1ccc(C(=O)N2CC(c3ccc(C#N)cc3)C2)cc1-c1[nH]c(C2CCN(C)CC2)nc1C	5	5.0672293	5
Cc1cccc(OC(=O)n2nc(C(=O)NCCCCOCCc3c[nH]c4ccccc34)cc2)c1	True	Cc1cccc(OC(=O)n2ccc(C(=O)NCCCCOCCc3c[nH]c4ccccc34)n2)c1	5	4.3087225	4
CC1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccn2cccc2c1N	True	CC1C(=O)N(c2cccc(C(F)(F)F)c2)C2=C(C(=O)CC2)C1c1ccc(C#N)cc1-c1ccn2cccc2c1N	5	5.940502	6
